Set Name,Set Code,Release Date,Total Cards,Pack Name,Card Name,Card Number,Rarity
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Delcatty,130,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Fletchling,131,Common
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Hawlucha,132,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Pikipek,133,Common
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Trumbeak,134,Common
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Toucannon,135,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Yungoos,136,Common
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Gumshoos,137,Common
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Komala,141,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Big Malasada,142,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Rare Candy,144,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Rotom Dex,145,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Leaf Cape,147,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lana,152,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Sophocles,153,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Mallow,154,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lillie,155,Uncommon
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Tsareena,158,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Tapu Bulu,159,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Oricorio,165,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Tapu Koko,166,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Cutiefly,167,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Comfey,168,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Sandygast,169,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Rockruff,172,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Mudsdale,173,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Magearna,175,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Drampa,176,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Komala,179,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Dhelmise ex,181,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Incineroar ex,182,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Crabominable ex,183,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Alolan Raichu ex,185,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Solgaleo ex,189,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lana,194,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Sophocles,195,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Mallow,196,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lillie,197,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Dhelmise ex,199,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Incineroar ex,200,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Crabominable ex,201,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Alolan Raichu ex,203,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Solgaleo ex,207,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lillie,209,Triple Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Bulbasaur,210,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Ivysaur,211,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Venusaur,212,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Staryu,218,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Starmie,219,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Machop,223,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Machoke,224,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Machamp,225,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Jigglypuff,228,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Wigglytuff,229,Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Venusaur ex,230,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Starmie ex,233,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Machamp ex,235,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Wigglytuff ex,237,Double Star Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Lunala ex,238,Crown Rare
Celestial Guardians,A3,30th April 2025,239,Solgaleo,Solgaleo ex,239,Crown Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Weedle,1,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Kakuna,2,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Beedrill ex,3,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pinsir,4,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Sprigatito,5,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Floragato,6,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Meowscarada,7,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charmander,8,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charmeleon,9,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charizard ex,10,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Magmar,11,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Magmortar,12,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Paldean Tauros,13,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tentacool,14,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tentacruel,15,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Buizel,16,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Floatzel,17,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wiglett,18,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wugtrio ex,19,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Dondozo,20,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tatsugiri,21,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pikachu ex,22,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Voltorb,23,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Electrode,24,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pachirisu,25,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pawmi,26,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pawmo,27,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pawmot,28,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Abra,29,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Kadabra,30,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Alakazam,31,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Mr. Mime,32,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Drifloon,33,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Drifblim,34,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Giratina ex,35,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Gimmighoul,36,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Machop,37,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Machoke,38,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Machamp,39,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Hitmonlee,40,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Hitmonchan,41,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Riolu,42,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lucario ex,43,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Flamigo,44,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Ekans,45,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Arbok,46,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Paldean Wooper,47,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Paldean Clodsire ex,48,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Spiritomb,49,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Shroodle,50,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Grafaiai,51,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tinkatink,52,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tinkatuff,53,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tinkaton ex,54,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Varoom,55,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Revavroom,56,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Gholdengo,57,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Rattata,58,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Raticate,59,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Jigglypuff,60,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wigglytuff,61,Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lickitung,62,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lickilicky,63,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Bidoof,64,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Bibarel ex,65,Ultra Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Buneary,66,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lopunny,67,Common
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Cyclizar,68,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Iono,69,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pokémon Center Lady,70,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Red,71,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Team Rocket Grunt,72,Uncommon
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Meowscarada,73,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Buizel,74,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tatsugiri,75,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Grafaiai,76,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Gholdengo,77,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wigglytuff,78,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Beedrill ex,79,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charizard ex,80,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wugtrio ex,81,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pikachu ex,82,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Giratina ex,83,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lucario ex,84,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Paldean Clodsire ex,85,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tinkaton ex,86,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Bibarel ex,87,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Iono,88,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pokémon Center Lady,89,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Red,90,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Team Rocket Grunt,91,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pikachu ex,92,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Paldean Clodsire ex,93,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Tinkaton ex,94,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Bibarel ex,95,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Giratina ex,96,Triple Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Weedle,97,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Kakuna,98,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charmander,99,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charmeleon,100,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wiglett,101,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Dondozo,102,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Pachirisu,103,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Riolu,104,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Varoom,105,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Revavroom,106,Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Beedrill ex,107,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Charizard ex,108,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Wugtrio ex,109,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Lucario ex,110,Double Star Rare
Shining Revelry,A2b,27th March 2025,111,Shining Revelry,Poké Ball,111,Crown Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Heracross,1,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Burmy,2,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Mothim,3,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Combee,4,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Vespiquen,5,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Cherubi,6,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Cherrim,7,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Cherrim,8,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Carnivine,9,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Leafeon ex,10,Ultra Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Houndour,11,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Houndoom,12,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Heatran,13,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Marill,14,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Azumarill,15,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Barboach,16,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Whiscash,17,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Snorunt,18,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Froslass,19,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Snover,20,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Abomasnow,21,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Glaceon ex,22,Ultra Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Origin Forme Palkia,23,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Phione,24,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Pikachu,25,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Raichu,26,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Electrike,27,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Manectric,28,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Clefairy,29,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Clefable,30,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Gastly,31,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Haunter,32,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Gengar,33,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Unown,34,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Rotom,35,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Sudowoodo,36,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Phanpy,37,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Donphan,38,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Larvitar,39,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Pupitar,40,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Tyranitar,41,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Nosepass,42,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Meditite,43,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Medicham,44,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Gible,45,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Gabite,46,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Garchomp ex,47,Ultra Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Zubat,48,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Golbat,49,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Crobat,50,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Croagunk,51,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Toxicroak,52,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Magnemite,53,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Magneton,54,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Magnezone,55,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Mawile,56,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Probopass ex,57,Ultra Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Bronzor,58,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Bronzong,59,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Origin Forme Dialga,60,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Giratina,61,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Eevee,62,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Snorlax,63,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Hoothoot,64,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Noctowl,65,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Starly,66,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Staravia,67,Common
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Staraptor,68,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Shaymin,69,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Arceus,70,Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Arceus ex,71,Ultra Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Irida,72,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Celestic Town Elder,73,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Barry,74,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Adaman,75,Uncommon
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Houndoom,76,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Marill,77,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Unown,78,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Sudowoodo,79,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Magnemite,80,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Shaymin,81,Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Leafeon ex,82,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Glaceon ex,83,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Garchomp ex,84,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Probopass ex,85,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Arceus ex,86,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Irida,87,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Celestic Town Elder,88,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Barry,89,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Adaman,90,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Leafeon ex,91,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Glaceon ex,92,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Garchomp ex,93,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Probopass ex,94,Double Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Arceus ex,95,Triple Star Rare
Triumphant Light,A2a,28th February 2025,96,Triumphant Light,Arceus ex,96,Crown Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Oddish,1,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gloom,2,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bellossom,3,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Tangela,4,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Tangrowth,5,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Yanma,6,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Yanmega ex,7,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Roselia,8,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Roserade,9,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Burmy,15,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Wormadam,16,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Combee,17,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Vespiquen,18,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Leafeon,20,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mow Rotom,21,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Shaymin,22,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Slugma,25,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Magcargo,26,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Heat Rotom,30,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Swinub,31,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Piloswine,32,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mamoswine,33,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Buizel,38,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Floatzel,39,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Finneon,42,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Lumineon,43,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Snover,44,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Abomasnow,45,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Wash Rotom,47,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Frost Rotom,48,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Magnemite,51,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Magneton,52,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Magnezone,53,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Voltorb,54,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Electrode,55,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Electabuzz,56,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Electivire,57,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Shinx,58,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Luxio,59,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Luxray,60,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Pachirisu ex,61,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Togepi,63,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Togetic,64,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Togekiss,65,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Ralts,68,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Kirlia,69,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Duskull,70,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dusclops,71,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dusknoir,72,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Drifloon,73,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Drifblim,74,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Uxie,75,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mesprit,76,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Azelf,77,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gligar,83,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gliscor,84,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Hitmontop,85,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Nosepass,86,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Regirock,87,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Cranidos,88,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Rampardos,89,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Wormadam,90,Common
